name,instructions
Ketorolac Ophthalmic,"Why is this medication prescribed? Ketorolac ophthalmic solution is a nonsteroidal anti-inflammatory eye drop used to relieve ocular itching due to seasonal allergic conjunctivitis and to treat pain and inflammation after cataract or other eye surgery as directed. How should this medicine be used? Use exactly as prescribed, typically one drop in the affected eye(s) up to four times daily. Wash hands before use, remove contact lenses, tilt your head back, pull down the lower eyelid to form a pocket, instill the drop without touching the bottle tip to the eye, and close the eye gently for 1 to 2 minutes. If using other eye medications, separate them by at least 5 minutes. Do not wear contact lenses while your eyes are inflamed; if your drops contain preservatives such as benzalkonium chloride, wait at least 15 minutes after dosing before reinserting lenses. Do not touch the dropper tip to any surface. What special precautions should I follow? Tell your doctor if you have had asthma, aspirin or NSAID allergy, bleeding problems, corneal diseases, dry eye, diabetes, rheumatoid arthritis, or recent or planned eye surgery. Prolonged use of topical NSAIDs may delay corneal healing and, rarely, cause corneal thinning or ulceration, particularly in patients with risk factors. Stop and seek care for new eye pain, blurred vision, increased redness, sensitivity to light, or signs of infection such as discharge. Do not use longer than prescribed. What special dietary instructions should I follow? No special diet is needed. What should I do if I forget a dose? Use it as soon as you remember unless it is almost time for the next dose; if so, skip the missed dose and resume your regular schedule. Do not use extra drops to make up for a missed dose. What side effects can this medication cause? Common effects include temporary stinging or burning, eye irritation, headache, and blurred vision. Serious effects include corneal problems such as thinning, erosion, or ulceration, delayed healing, eye infection, and allergic reactions or asthma symptoms in sensitive individuals; stop the medication and seek medical attention if these occur."
Acyclovir Topical,"Why is this medication prescribed? Topical acyclovir is used to treat herpes simplex virus skin infections such as cold sores on the lips and face, and certain genital herpes lesions as directed; it helps lesions heal faster but does not cure herpes or prevent transmission. How should this medicine be used? Use exactly as directed at the first sign of tingling, redness, or burning. For cold sores, apply a thin layer to the affected area five times daily, about every three hours while awake, for four days or as prescribed. For ointment regimens, your doctor may direct up to six applications daily for up to seven days. Wash hands before and after application, and use a finger cot or glove if applying to genital lesions. Do not apply in the eyes, inside the mouth or nose, or on severely broken skin unless directed. What special precautions should I follow? For external use only. Avoid sexual contact when lesions are present and until healed to reduce the risk of transmission. Tell your doctor if you are immunocompromised, pregnant, or breastfeeding, or if lesions are severe or do not improve. Do not share this medication. What special dietary instructions should I follow? No special diet is needed. What should I do if I forget a dose? Apply as soon as you remember and then continue your usual schedule; do not apply extra to make up for a missed dose. What side effects can this medication cause? Common effects include mild burning, stinging, itching, dryness, or flaking at the application site. Less common effects include redness, swelling, or a skin rash. Severe allergic reactions are rare; stop use and seek medical help if you develop hives, swelling, or trouble breathing."
Acyclovir,"Why is this medication prescribed? Acyclovir is an antiviral used to treat herpes simplex virus infections including genital herpes and cold sores, to treat shingles (herpes zoster) and chickenpox (varicella), and for suppressive therapy to reduce recurrences and viral shedding; it does not cure herpes. How should this medicine be used? Take exactly as directed, with or without food, and start as soon as possible at the first sign of symptoms for best results. Swallow tablets or capsules with a full glass of water and stay well hydrated while taking this medication. Shake the oral suspension well before each dose and measure carefully. Dosing varies by infection type, kidney function, and age; do not change your dose without medical advice. Complete the full course even if you feel better. What special precautions should I follow? Tell your doctor if you have kidney problems, are elderly, are dehydrated, have neurologic conditions, are immunocompromised, or are pregnant or breastfeeding. Some medicines can affect acyclovir levels or kidney effects; tell your doctor about all medicines and supplements. Maintain good hydration to reduce the risk of kidney problems. Acyclovir may cause dizziness or confusion in some people; use caution with activities requiring alertness until you know how it affects you. What special dietary instructions should I follow? Drink plenty of fluids unless your doctor has told you to restrict fluids. No specific diet is required. What should I do if I forget a dose? Take it as soon as you remember unless it is close to the time for your next dose; if so, skip the missed dose and resume your regular schedule. Do not take two doses at the same time. What side effects can this medication cause? Common effects include nausea, diarrhea, headache, and fatigue. Serious effects include kidney problems such as decreased urination or swelling, neurologic symptoms such as tremor, confusion, agitation, hallucinations, or seizures especially in older adults or those with kidney disease, blood disorders in immunocompromised patients, and severe allergic reactions; seek medical attention if these occur."
Acyclovir Buccal,"Why is this medication prescribed? Acyclovir buccal tablets are used to treat recurrent cold sores in immunocompetent adults; they deliver acyclovir locally over many hours to shorten healing time when started promptly. How should this medicine be used? Apply a single buccal tablet to the upper gum on the same side as the cold sore, preferably within 1 hour of the onset of symptoms such as tingling or burning. Place the rounded side against the upper gum just above the incisor canine fossa and hold in place with light pressure for 30 seconds to ensure adhesion. Do not chew, crush, or swallow the tablet; allow it to dissolve and stay in place, typically over 12 to 14 hours. Avoid touching or repositioning it with your tongue or fingers. If the tablet falls off within the first 6 hours, you may apply a new one; if it falls off after 6 hours, do not replace it. Avoid brushing teeth on that side and avoid chewing gum while the tablet is in place. What special precautions should I follow? For buccal use only. Tell your doctor if you have severe dry mouth, dentures or dental appliances that interfere with placement, milk protein allergy if your product contains milk-derived excipients, are pregnant or breastfeeding, or are immunocompromised. Avoid kissing or sharing utensils during an outbreak to reduce transmission. What special dietary instructions should I follow? You may eat and drink normally, but avoid chewing gum or hard, sticky foods on the side of the tablet while it is in place. What should I do if I forget a dose? If you did not apply the tablet at the first sign of a cold sore, apply as soon as possible; if the cold sore is already advanced, contact your clinician for advice for this episode. Do not apply more than one tablet for a single episode unless replacing a tablet that fell off within 6 hours. What side effects can this medication cause? Common effects include mouth or gum pain, irritation at the application site, headache, altered taste, and nausea. Serious allergic reactions are rare; seek medical help if you develop swelling, hives, or difficulty breathing."
Acyclovir Injection,"Why is this medication prescribed? Intravenous acyclovir is used to treat severe herpes simplex infections such as encephalitis, neonatal herpes, disseminated infections in immunocompromised patients, and severe varicella-zoster infections, and may be used when oral therapy is not appropriate. How should this medicine be used? Acyclovir injection is administered by a healthcare professional as an intravenous infusion over at least 1 hour to reduce the risk of kidney toxicity. Dosing is based on your weight, type of infection, and kidney function; your doctor may adjust the dose and frequency if you have kidney impairment. Adequate hydration before and during therapy is important. What special precautions should I follow? Tell your doctor about kidney disease, dehydration, neurologic conditions, pregnancy or breastfeeding, and all medicines you take including those that affect the kidneys. You will be monitored with labs for kidney function and blood counts. Report pain, burning, or swelling at the infusion site. Use caution with activities that require alertness if you feel dizzy or confused. What special dietary instructions should I follow? Drink plenty of fluids if your clinician allows, especially around infusion times. No special diet is otherwise needed. What should I do if I forget a dose? If you miss an infusion appointment, contact your healthcare provider as soon as possible to reschedule; do not attempt to self-administer unless you have specific training and instructions. What side effects can this medication cause? Common effects include nausea, vomiting, headache, and inflammation of the vein at the injection site. Serious effects include kidney problems such as increased creatinine or decreased urine output due to crystal precipitation, neurologic effects such as confusion, agitation, hallucinations, tremors, or seizures, blood abnormalities, liver enzyme elevations, and severe allergic reactions; seek medical attention if these occur."
Acyclovir Ophthalmic,"Why is this medication prescribed? Acyclovir ophthalmic ointment is used to treat herpes simplex keratitis, an infection of the cornea caused by herpes simplex virus. How should this medicine be used? Use exactly as directed by your eye specialist, commonly applying a 1 cm ribbon of ointment into the lower eyelid sac of the affected eye five times daily until the corneal ulcer heals, then three times daily for an additional seven days. Wash hands before and after use. Avoid touching the tip of the tube to your eye or any surface to keep it sterile. Do not wear contact lenses during treatment unless your doctor tells you it is safe. Blurred vision may occur briefly after application; avoid driving until your vision clears. What special precautions should I follow? Tell your doctor if you have allergies to acyclovir or valacyclovir, other eye diseases, are pregnant or breastfeeding, or use other eye medications; separate other eye medicines by at least 5 to 10 minutes. Stop and seek care if you develop worsening eye pain, swelling, discharge, sensitivity to light, or vision changes. What special dietary instructions should I follow? No special diet is needed. What should I do if I forget a dose? Apply it as soon as you remember unless it is almost time for the next dose; if so, skip the missed dose and resume your regular schedule. Do not apply extra to make up for a missed dose. What side effects can this medication cause? Common effects include mild eye burning or stinging, temporary blurred vision, eyelid irritation, and superficial punctate keratopathy. Serious effects include allergic reactions, worsening inflammation, or corneal problems; contact your doctor if these occur."
Dapsone Topical,"Why is this medication prescribed? Topical dapsone gel is used to treat acne vulgaris. It helps reduce inflammatory lesions and may be used on the face and other affected areas as directed. How should this medicine be used? Use exactly as directed. For 7.5 percent gel, apply a thin layer once daily to clean, dry skin over the entire affected area. For 5 percent gel, apply a thin layer twice daily as prescribed. Use a pea-sized amount for the entire face and avoid the eyes, inside the nose, mouth, and broken skin. Wash hands after application. If you also use benzoyl peroxide, apply at different times of day to minimize the risk of temporary yellow-orange discoloration at application sites. What special precautions should I follow? Tell your doctor if you have glucose-6-phosphate dehydrogenase deficiency, anemia, methemoglobinemia, peripheral neuropathy, or a sulfone allergy. Even though systemic absorption is low, topical dapsone can, rarely, cause hemolysis or methemoglobinemia, especially in people with G6PD deficiency; seek medical care for symptoms such as unusual fatigue, shortness of breath, dark urine, dizziness, headache, or gray or blue-colored skin or lips. Tell your doctor if you are pregnant or breastfeeding. Do not apply to large areas or use more often than prescribed. What special dietary instructions should I follow? No special diet is needed. What should I do if I forget a dose? Apply it as soon as you remember unless it is close to the time for your next application; if so, skip the missed application and resume your regular schedule. Do not apply extra to make up for a missed dose. What side effects can this medication cause? Common effects include redness, dryness, oiliness, peeling, and mild burning or stinging at the application site. Less common effects include rash and headache. Rare but serious effects include hemolytic anemia and methemoglobinemia, especially in patients with G6PD deficiency, and severe allergic reactions; stop the medication and seek medical attention if these occur."
"COVID-19 Vaccine, Viral Vector (Janssen [Johnson & Johnson])","Important warning: Rare cases of blood clots with low platelets called thrombosis with thrombocytopenia syndrome and cases of Guillain Barre syndrome have occurred after this vaccine. Seek urgent care for severe headache, vision changes, fainting, chest pain, shortness of breath, leg swelling, severe or persistent abdominal pain, easy bruising or tiny blood spots under the skin, weakness or tingling especially in the legs, trouble walking, or facial droop. Do not receive this vaccine again if you developed thrombosis with thrombocytopenia syndrome after a prior dose. Why is this medication prescribed? It is given to help prevent COVID nineteen. How should this medicine be used? It is given by a healthcare professional as a single injection into a muscle and some people may be advised to receive an additional dose according to public health guidance. If you previously received this vaccine ask about using an mRNA or protein based vaccine for any additional doses. What special precautions should I follow? Tell your provider about any severe allergies including to polysorbate, a history of thrombosis with thrombocytopenia syndrome, heparin induced thrombocytopenia, Guillain Barre syndrome, bleeding disorders, current fever or moderate to severe illness, pregnancy, breastfeeding, or if you are immunocompromised. Do not get this vaccine if you had a severe allergic reaction after a previous dose of this vaccine or to a component. You will be monitored briefly after the injection. What special dietary instructions should I follow? No special diet is needed. What should I do if I forget a dose? If you miss a scheduled appointment, reschedule as soon as possible and follow current guidance for additional doses. What side effects can this medication cause? Pain, redness, or swelling at the injection site, tiredness, headache, muscle aches, chills, fever, nausea, and swollen lymph nodes are common and usually resolve within a few days. Severe allergic reactions can occur. Rarely, blood clots with low platelets or Guillain Barre syndrome can occur. Seek care for chest pain, shortness of breath, severe or persistent headache, vision changes, confusion, weakness, difficulty speaking, or severe abdominal pain."
"Tetanus, Diphtheria, Pertussis (Tdap) Vaccine","Why is this medication prescribed? It protects against tetanus, diphtheria, and pertussis. It is recommended once in adulthood, during each pregnancy, and as boosters to maintain protection. How should this medicine be used? It is given by a healthcare professional as an injection into a muscle. Most adults receive one dose of Tdap followed by a tetanus and diphtheria booster every ten years. Pregnant people should receive one dose during each pregnancy preferably between twenty seven and thirty six weeks. After certain dirty wounds a booster may be needed if it has been five years or longer since the last tetanus shot. What special precautions should I follow? Do not receive Tdap if you had a severe allergic reaction to a previous tetanus, diphtheria, or pertussis vaccine or to any component. Tell your provider if you ever had encephalopathy within seven days after a pertussis containing vaccine, a history of Guillain Barre syndrome within six weeks of a tetanus containing vaccine, a severe local reaction after a tetanus containing vaccine, progressive neurologic disease, or if you are moderately or severely ill. What special dietary instructions should I follow? No special diet is needed. What should I do if I forget a dose? If you miss your scheduled vaccination, reschedule as soon as possible. If you are behind on boosters you usually do not need to restart the series. What side effects can this medication cause? Soreness, redness, or swelling at the shot site, mild fever, tiredness, headache, and body aches are common. Fainting can occur after injections. Severe allergic reactions are rare. Very rarely, nerve inflammation such as brachial neuritis can occur."
Adagrasib,"Why is this medication prescribed? It treats cancers that have a KRAS G twelve C mutation including non small cell lung cancer after prior therapy and it may be used with cetuximab for previously treated colorectal cancer with this mutation. How should this medicine be used? The usual dose is six hundred milligrams by mouth twice daily with or without food. Swallow tablets whole and do not crush or chew. If you vomit after a dose do not take an extra dose and take the next dose at the regular time. Treatment continues until disease progression or unacceptable side effects. Your doctor may change your dose for side effects. What special precautions should I follow? Tell your doctor if you have heart rhythm problems or a history of long QT, liver problems, lung disease or breathing symptoms, or if you are pregnant or breastfeeding. Use effective birth control during treatment and for at least one week after the last dose. Adagrasib can interact with many medicines. Avoid strong CYP3A inhibitors and inducers and avoid other drugs that prolong the QT interval. Avoid proton pump inhibitors and H two blockers. If an antacid is needed take adagrasib at least two hours before or two hours after the antacid. Your provider may check heart tracings and blood tests for electrolytes and liver function. Report new or worsening cough, fever, or shortness of breath which can be due to pneumonitis. What special dietary instructions should I follow? Avoid grapefruit and Seville orange products. Stay well hydrated if you have diarrhea or vomiting. What should I do if I forget a dose? If it is less than four hours since the missed dose take it as soon as you remember. If more than four hours have passed skip the missed dose and take your next dose at the regular time. Do not take two doses at once. What side effects can this medication cause? Nausea, vomiting, diarrhea or constipation, stomach pain, decreased appetite, fatigue, swelling, cough or shortness of breath, changes in liver tests, dizziness, and rash are common. Serious effects can include abnormal heart rhythm from QT prolongation, severe diarrhea with dehydration, interstitial lung disease or pneumonitis, severe liver injury, and pancreatitis."
Crizanlizumab-tmca Injection,"Why is this medication prescribed? It was approved to reduce the frequency of vaso occlusive crises in people with sickle cell disease. The indication has been withdrawn in the United States because a confirmatory trial did not verify benefit. If you are receiving this medicine, discuss with your specialist whether to continue or switch to alternatives. How should this medicine be used? It is given by intravenous infusion by a healthcare professional at week zero and week two and then every four weeks. You will be monitored during and after each infusion. What special precautions should I follow? Tell your provider about any prior severe infusion reactions or allergies. Report new or worsening pain, hives, itching, swelling, dizziness, wheezing, or shortness of breath during or after infusions. Discuss pregnancy and breastfeeding. What special dietary instructions should I follow? No special diet is needed. What should I do if I forget a dose? Contact your clinic to receive the missed infusion as soon as possible. Subsequent doses are usually scheduled every four weeks from the date of the most recent dose. What side effects can this medication cause? Nausea, joint or back pain, fever, diarrhea, itching, and infusion reactions are common. Serious reactions can include severe pain crises during infusion, hypersensitivity, or anaphylaxis."
Nifedipine,"Why is this medication prescribed? It treats high blood pressure and chest pain from angina and may be used for Raynaud phenomenon. How should this medicine be used? Take it exactly as prescribed. Extended release tablets are usually taken once daily. Swallow tablets whole and do not bite, split, or crush them. Immediate release capsules should not be used for sudden severe blood pressure elevations unless directed by a specialist. What special precautions should I follow? Tell your doctor if you have heart failure, very low blood pressure, severe aortic stenosis, liver disease, or if you recently had a heart attack. Nifedipine can cause dizziness or lightheadedness so rise slowly from sitting or lying down. Do not stop it suddenly without medical advice. Many drugs affect nifedipine levels including certain antibiotics, antifungals, HIV medicines, seizure medicines, and rifampin. What special dietary instructions should I follow? Avoid grapefruit and grapefruit juice. Limit alcohol. What should I do if I forget a dose? Take it when you remember unless it is close to your next scheduled dose. If it is almost time for the next dose skip the missed dose. Do not take two doses at once. What side effects can this medication cause? Ankle or foot swelling, headache, flushing, dizziness, fatigue, nausea, constipation, heartburn, and palpitations are common. Gum overgrowth can occur with long term use. Rarely, severe low blood pressure, worsening chest pain, or heart attack can occur in susceptible people."
Amantadine,"Why is this medication prescribed? It helps treat symptoms of Parkinson disease and drug induced movement problems and certain extended release forms help treat levodopa induced dyskinesia. It is no longer recommended for routine prevention or treatment of influenza A because most strains are resistant. How should this medicine be used? Take it exactly as prescribed. Immediate release is usually taken once or twice daily. Extended release products are taken once daily often at bedtime and should be swallowed whole. Doses are adjusted for kidney function. Do not stop suddenly; your doctor will taper your dose. What special precautions should I follow? Tell your doctor if you have kidney disease, heart disease, low blood pressure, glaucoma, mental health conditions, seizures, or eczema. Amantadine can cause drowsiness, sudden sleep, dizziness, confusion, hallucinations, impulse control problems, and suicidal thoughts. Avoid alcohol and do not drive until you know how it affects you. Older adults may be more sensitive. Discuss use if pregnant or breastfeeding. What special dietary instructions should I follow? No specific diet is required; maintain hydration and avoid alcohol. What should I do if I forget a dose? Take it when you remember unless it is close to the next scheduled dose. If you miss an extended release bedtime dose skip it and take the next dose at the usual time. Do not take extra doses. What side effects can this medication cause? Nausea, dizziness, insomnia, dry mouth, constipation, mottled skin discoloration called livedo reticularis, ankle swelling, low blood pressure on standing, agitation, and hallucinations are common. Serious effects include suicidal thoughts, urinary retention, kidney problems, and a serious reaction if stopped abruptly that resembles neuroleptic malignant syndrome."
Adapalene,"Why is this medication prescribed? It is a topical retinoid that treats acne by keeping pores clear and reducing inflammation. How should this medicine be used? For skin use only. After gently washing and drying the area, apply a thin layer once daily preferably in the evening to the entire area where you get acne, not just to individual pimples. Use a pea sized amount for the whole face and avoid the eyes, lips, inner nose, and broken or sunburned skin. Wash hands after applying. You may use a gentle non comedogenic moisturizer and sunscreen. Improvement is usually seen after eight to twelve weeks and acne can temporarily appear worse during early treatment. What special precautions should I follow? Tell your doctor about any skin conditions, eczema, sun sensitivity, or if you are pregnant or planning pregnancy. Adapalene can increase sensitivity to sunlight and wind or cold. Use sunscreen and protective clothing and avoid tanning beds. Avoid products that dry or irritate the skin such as astringents, abrasive cleansers, and alcohol based products. If severe irritation occurs reduce frequency or stop and contact your doctor. What special dietary instructions should I follow? No special diet is needed. What should I do if I forget a dose? Apply it when you remember unless it is close to the next application. Do not apply extra to make up for a missed dose. What side effects can this medication cause? Dryness, redness, burning, itching, peeling, and mild sun sensitivity are common. Rarely, severe irritation, swelling, or allergic contact dermatitis can occur."
Tralokinumab-ldrm injection,"Why is this medication prescribed? It treats moderate to severe atopic dermatitis in adults who are not adequately controlled with topical therapies or when those therapies are not advisable. How should this medicine be used? It is injected under the skin. The usual starting dose is six hundred milligrams given as four separate injections, then three hundred milligrams every two weeks. Some patients who are well controlled may extend to every four weeks if directed by their prescriber. You or a caregiver can be trained to inject into the thigh, abdomen away from the navel, or upper arm if given by a caregiver. Rotate injection sites and do not inject into tender, bruised, or scarred skin. Continue prescribed topical therapies as directed. What special precautions should I follow? Do not use if you had a serious allergy to tralokinumab. Tell your doctor if you have eye symptoms, as conjunctivitis and keratitis can occur. Treat any parasitic worm infection before starting. Avoid live vaccines during treatment. Discuss use if you are pregnant or breastfeeding. What special dietary instructions should I follow? No special diet is needed. What should I do if I forget a dose? Inject the missed dose as soon as you remember and then resume your regular schedule. If it is close to the next dose, skip the missed dose and continue as scheduled. Do not use extra doses. What side effects can this medication cause? Injection site reactions, upper respiratory infections, headache, stomach pain, and eye inflammation such as conjunctivitis are common. Allergic reactions are uncommon but can be serious."
Brentuximab Vedotin Injection,"Important warning: This medicine can cause progressive multifocal leukoencephalopathy, a serious brain infection that can be fatal. Call your doctor right away for confusion, memory problems, vision changes, trouble speaking, weakness, or seizures. Do not use with bleomycin because of a risk of severe lung injury. Why is this medication prescribed? It treats certain cancers that express CD thirty including classical Hodgkin lymphoma, systemic anaplastic large cell lymphoma, and other CD thirty positive lymphomas, and it is used alone or with other chemotherapy as directed by your oncologist. How should this medicine be used? It is given by intravenous infusion by healthcare professionals, often once every three weeks or on other schedules depending on the regimen. The dose is based on body weight and your doctor may adjust or delay doses for side effects. You will be observed during and after infusions. What special precautions should I follow? Tell your doctor about nerve problems, infections, liver or kidney disease, lung disease, diabetes, or recent chemotherapy or radiation. This drug can cause peripheral neuropathy, low blood counts, serious infections, infusion reactions, liver injury, pancreatitis, tumor lysis syndrome, lung toxicity, and severe skin reactions. Avoid becoming pregnant or fathering a child during treatment and for six months after the last dose. Do not breastfeed during treatment and for at least one week after the final dose. Avoid live vaccines during treatment. Some drugs that affect CYP3A may interact. What special dietary instructions should I follow? No special diet is required but maintain good hydration unless your care team advises otherwise. What should I do if I forget a dose? Contact your clinic to reschedule as soon as possible. The schedule will be adjusted to maintain appropriate intervals. What side effects can this medication cause? Fatigue, nausea, diarrhea, constipation, stomach pain, fever, cough, rash, itching, hair loss, decreased appetite, and peripheral neuropathy with numbness, tingling, or pain are common. Low white blood cells, anemia, and low platelets can occur. Serious effects include infections and sepsis, progressive multifocal leukoencephalopathy, severe liver problems, pancreatitis, lung injury, and severe skin reactions such as Stevens Johnson syndrome."
Tadalafil,"Why is this medication prescribed? It treats erectile dysfunction, symptoms of benign prostatic hyperplasia, and under a different brand treats pulmonary arterial hypertension. How should this medicine be used? For erectile dysfunction it may be taken as needed or once daily. For as needed use, the common starting dose is ten milligrams taken at least thirty minutes before sexual activity and not more than once daily. For daily use, two and a half to five milligrams is taken at about the same time each day. For benign prostatic hyperplasia, five milligrams is taken once daily. Swallow tablets with water and take with or without food. Your doctor may adjust the dose based on response and other medicines. What special precautions should I follow? Do not take tadalafil with any nitrates or with riociguat as this combination can cause a dangerous drop in blood pressure. Tell your doctor about heart disease, recent heart attack or stroke, low blood pressure or uncontrolled high blood pressure, liver or kidney disease, eye problems such as retinitis pigmentosa or prior vision loss due to nonarteritic anterior ischemic optic neuropathy, hearing problems, stomach ulcers or bleeding risk, blood cell disorders, penile deformity, or conditions that predispose to prolonged erections. It can cause sudden vision or hearing loss and prolonged erection. Limit alcohol because it can increase dizziness and blood pressure lowering. Many medicines interact including strong CYP3A inhibitors such as ketoconazole or ritonavir and inducers such as rifampin. Use with alpha blocker medicines requires careful dose timing and monitoring. What special dietary instructions should I follow? You may take it with or without food but avoid grapefruit and grapefruit juice. What should I do if I forget a dose? If you take tadalafil daily, take the missed dose when you remember unless it is almost time for the next dose. Do not take extra to make up for a missed dose. If you use it as needed there is no scheduled dose. What side effects can this medication cause? Headache, flushing, nasal congestion, indigestion or heartburn, back pain, muscle aches, and dizziness are common. Rare but serious effects include a severe drop in blood pressure, chest pain, allergic reaction, sudden hearing loss or vision loss, and an erection lasting more than four hours which requires emergency care."
Ibuprofen,"Important warning: This medicine can increase the risk of serious heart and blood vessel problems including heart attack and stroke, and the risk may increase with longer use or at higher doses. It can also cause serious and sometimes fatal stomach or intestinal bleeding or ulcers without warning. Do not use right before or after coronary artery bypass graft surgery. Use the lowest effective dose for the shortest time needed. Why is this medication prescribed? Ibuprofen is a nonsteroidal anti inflammatory medicine used to relieve pain, reduce fever, and decrease inflammation from conditions such as arthritis, muscle aches, dental pain, and menstrual cramps. How should this medicine be used? Take exactly as directed on the label or by your doctor. Swallow with a full glass of water, and taking it with food or milk may reduce stomach upset. Do not take more often or for longer than directed. Do not use multiple products that contain ibuprofen or other nonsteroidal anti inflammatory medicines at the same time. What special precautions should I follow? Tell your doctor about all allergies to aspirin or other nonsteroidal anti inflammatory medicines, any history of stomach or intestinal ulcers or bleeding, heart disease, high blood pressure, high cholesterol, diabetes, kidney or liver disease, asthma, fluid retention, or if you smoke. Many medicines interact with ibuprofen including blood thinners, antiplatelets, selective serotonin reuptake inhibitors, serotonin norepinephrine reuptake inhibitors, steroids, other pain relievers, ACE inhibitors, angiotensin receptor blockers, diuretics, lithium, and methotrexate. Avoid use after twenty weeks of pregnancy unless your doctor tells you to, and do not use in the last trimester. Ask about use while breastfeeding. What special dietary instructions should I follow? Take with food or milk if your stomach is sensitive. Limit or avoid alcohol because it raises the risk of stomach bleeding. Stay well hydrated, especially if you have kidney disease risks. What should I do if I forget a dose? If you take it on a schedule, take the missed dose when you remember unless it is almost time for the next dose. Do not take two doses at the same time. What side effects can this medication cause? Common effects include upset stomach, heartburn, nausea, dizziness, or drowsiness. Serious effects that need urgent care include chest pain, shortness of breath, weakness on one side of the body, slurred speech, black or bloody stools, vomit that looks like coffee grounds, severe stomach pain, swelling of the legs, sudden weight gain, little or no urine, severe rash, swelling of the face or throat, or wheezing."
Dextroamphetamine and Amphetamine,"Important warning: This medicine has a high risk for abuse and dependence. Misuse can cause sudden death and serious heart or blood vessel problems. Keep it in a safe place and never share it. Your doctor will monitor for misuse, blood pressure, heart rate, and mental health changes. Why is this medication prescribed? It is used to treat attention deficit hyperactivity disorder and may be used for narcolepsy depending on the product. How should this medicine be used? Take exactly as prescribed, usually once each morning for extended release products or as directed for immediate release products. Take at the same time each day. Swallow extended release capsules whole and do not crush or chew. Avoid taking late in the day to reduce trouble sleeping. Do not stop suddenly if you have been taking it regularly without your doctor’s advice. What special precautions should I follow? Tell your doctor about heart disease, high blood pressure, structural heart problems, a history of stroke, seizures, overactive thyroid, glaucoma, mental health conditions such as anxiety, bipolar disorder, or psychosis, tics or Tourette syndrome, kidney problems, or a history of substance use disorder. Do not use within fourteen days of a monoamine oxidase inhibitor. Many medicines can interact, including other stimulants, decongestants, antacids or acidifying agents, and medicines that increase serotonin such as certain antidepressants, migraine medicines, linezolid, and St Johns wort. Call your doctor if you have chest pain, fainting, shortness of breath, hallucinations, new or worsening aggression, mania, or signs of serotonin syndrome such as agitation, sweating, fast heart rate, fever, muscle stiffness, or confusion. Growth should be monitored in children. Pregnancy and breastfeeding require careful discussion. What special dietary instructions should I follow? Limit caffeine to reduce nervousness and trouble sleeping. Acidic foods or juices may lower absorption and effect; take consistently with regard to such foods. Avoid alcohol, especially with extended release products. What should I do if I forget a dose? Take it when you remember the same day, but if it is late afternoon or evening, skip the missed dose and take the next dose at the usual time. Do not take two doses at once. What side effects can this medication cause? Common effects include decreased appetite, weight loss, dry mouth, insomnia, nervousness, headache, stomach pain, nausea, and fast heartbeat. Serious effects include chest pain, fainting, shortness of breath, hallucinations, mania, seizures, new or worsening tics, prolonged or painful erections, circulation problems in fingers or toes such as color changes and pain, and symptoms of serotonin syndrome."
Flibanserin,"Important warning: Flibanserin can cause severely low blood pressure and fainting, especially when taken with alcohol, certain other medicines, or in people with liver problems. Do not use with alcohol, with moderate or strong CYP3A4 inhibitors, or if you have liver impairment. Take only at bedtime to reduce the risk of fainting. Why is this medication prescribed? Flibanserin is used to treat acquired generalized hypoactive sexual desire disorder in premenopausal women. It does not treat sexual pain or improve performance. How should this medicine be used? Take by mouth once daily at bedtime. If your symptoms do not improve after eight weeks, stop taking it and talk with your doctor. What special precautions should I follow? Tell your doctor about all medicines you take, especially antifungals, certain antibiotics, antivirals, and other CYP3A4 inhibitors or inducers, and any medicines that cause drowsiness. Do not take if you drink alcohol. Do not take if you have liver disease. Use caution when getting out of bed at night. Avoid driving or activities that require full alertness until you know how it affects you the next day. Discuss use in pregnancy and breastfeeding with your doctor. What special dietary instructions should I follow? Do not drink alcohol while taking flibanserin. Avoid grapefruit and grapefruit juice because they can increase medicine levels. You may take it with or without food at bedtime. What should I do if I forget a dose? Skip the missed dose and take your next dose at bedtime the following day. Do not take it in the morning or take extra to make up for a missed dose. What side effects can this medication cause? Common effects include dizziness, sleepiness, nausea, fatigue, dry mouth, and trouble sleeping. Serious effects include very low blood pressure, fainting, and accidental injury from passing out."
